symbol,Returns,variance,VaR_95,max_drawdown,Sharpe,Close,Log_Variances,Volatility,Cluster_labels
ECL,0.21208098839827283,0.03880423343702097,0.017876969988221338,0.1659886875129377,0.9750902806162733,277.385986328125,0.03807027611295873,0.19698790175292738,3
ED,0.042534212151416805,0.029933310557980257,0.018870640279026747,0.1422665970065256,0.130246182479915,110.3550033569336,0.029494053114277777,0.17301245781151212,3
EFX,-0.004494317689392274,0.13723708009520166,0.040710974845033006,0.39036272378269515,-0.06611950775249081,198.4250030517578,0.128601706748532,0.370455233591323,2
EG,0.06977253174433877,0.057753597579585134,0.02118887054591338,0.1643095249096685,0.2071095910114508,352.625,0.05614741177470931,0.24031978191481684,0
EIX,0.33733593448318344,0.0753179763608677,0.02469622762786055,0.17725183754589968,1.1562984196204236,70.88500213623047,0.07261640980540576,0.27444120747596873,0
EL,0.4800118390822619,0.2187613975289723,0.036675883690876404,0.4361596510372154,0.983521061400278,77.11499786376953,0.19783509510483585,0.46771935765902645,4
ELV,-0.14859283678114282,0.15810718947881766,0.0340176746828621,0.35662953925317703,-0.4239975127125415,316.8599853515625,0.14678693918375973,0.39762694762656325,2
EME,0.9035711040744705,0.1427009764965836,0.031237549745722803,0.2515057475594001,2.338988206068183,824.5700073242188,0.13339473772217741,0.3777578278428967,2
EMR,0.4819190967745431,0.08547193395116744,0.028593358838665744,0.23449919386704282,1.579989322276174,146.60000610351562,0.08201485459077565,0.29235583447430535,0
EOG,0.24224237875221594,0.06383814385423671,0.027629792144276005,0.18511276352639633,0.8796031000773354,129.80499267578125,0.06188325891021788,0.2526621140065061,0
EPAM,-0.007098980106795732,0.19337446157472724,0.04044491708440099,0.4468382809533231,-0.061624496994432204,131.11500549316406,0.1767849761573492,0.4397436316477218,4
EQIX,0.4094181240597577,0.06816388136782799,0.016697195745431694,0.19628244939681266,1.4915540798167417,1096.2900390625,0.06594117573984216,0.2610821352904637,0
EQR,-0.00020714676919359574,0.03944078210488958,0.020050356975701605,0.16543108855248628,-0.10174948896865238,63.34000015258789,0.0386828590211472,0.19859703448160945,3
EQT,0.2524434926310496,0.10836065108913966,0.03487112968539886,0.183913671523077,0.7061250028242528,57.35499954223633,0.10288203273518443,0.32918179033649425,2
ERIE,-0.38446177634937584,0.09852284317658547,0.03570283806984062,0.4187001630152616,-1.2885729692148955,251.82000732421875,0.0939664075071416,0.3138834866261452,0
ES,0.2799660726994491,0.0608351193300981,0.019138875027987196,0.15130875655398654,1.0539972826714243,68.97000122070312,0.05905644635893747,0.2466477636835536,0
ESS,0.01404872719835188,0.04496523743357742,0.02063224847875981,0.16485942406344942,-0.028065411411790437,258.239990234375,0.043983619249660016,0.21205008237106965,3
